Date,Predictions,Ground Truths
2008-05-23,0.08092115616843179,0.0869066788477325
2008-05-30,0.08777325941254807,0.0926086825023834
2008-06-06,0.09355813382211428,0.0950145947274445
2008-06-13,0.0963817978378001,0.1250782507306274
2008-06-20,0.12004034255081675,0.1240698603753959
2008-06-27,0.12356639049506765,0.1224357208136069
2008-07-04,0.12240322846812887,0.1195740311644503
2008-07-11,0.11935993824687521,0.0924322793266284
2008-07-18,0.09775082248254466,0.1022594639595169
2008-07-25,0.10109068478891464,0.10561292112476
2008-08-01,0.10475965992909222,0.1084907447417223
2008-08-08,0.1081591122804483,0.1056251157987034
2008-08-15,0.1066949184055207,0.0983453077188821
2008-08-22,0.10068597798295195,0.0942278501783474
2008-08-29,0.09623545190604138,0.103009564848567
2008-09-05,0.10217514019090046,0.1071134516664434
2008-09-12,0.10670596445235964,0.1041472212925721
2008-09-19,0.10535860931368965,0.1276936738473015
2008-09-26,0.12317167486592437,0.1409103891813083
2008-10-03,0.13668251636940595,0.1736427412789518
2008-10-10,0.16418713986655972,0.1967869981825293
2008-10-17,0.1861575044122553,0.2179533776463797
2008-10-24,0.20480938450654576,0.2179978475886579
2008-10-31,0.20602509233822372,0.2170809944802978
2008-11-07,0.20382424619099532,0.2429415023966767
2008-11-14,0.22252177156785968,0.2356897491530745
2008-11-21,0.21950300713638435,0.2351233516114319
2008-11-28,0.21791712288443738,0.2509918674374182
2008-12-05,0.2294873085483377,0.2626266086255005
2008-12-12,0.24014658565288485,0.2653309378295361
2008-12-19,0.2433279660513661,0.2724059875734945
2008-12-26,0.24841966692241405,0.2712343555757094
2009-01-02,0.24757024217261733,0.2687802926911952
2009-01-09,0.24503717675451184,0.2685504096669288
2009-01-16,0.24427654777955762,0.2450744785419802
2009-01-23,0.22617754634244033,0.2445388929590818
2009-01-30,0.22328840752469398,0.2328860679287082
2009-02-06,0.21473621545108054,0.1827595786856773
2009-02-13,0.17600066042888793,0.1594708606586083
2009-02-20,0.15285481914389373,0.1798184412457725
2009-02-27,0.1660003945956307,0.1682718227443923
2009-03-06,0.16129547709105277,0.1891546641242095
2009-03-13,0.17730294950251654,0.200074602828045
2009-03-20,0.18850224261710127,0.1938632757712555
2009-03-27,0.18501437586402134,0.1901210628307781
2009-04-03,0.18070868486714178,0.1847543724080327
2009-04-10,0.17545686438708075,0.1825976728874395
2009-04-17,0.17299408485256912,0.1718395029110369
2009-05-01,0.16464693860972393,0.1683176961134348
2009-05-08,0.16084903836338046,0.162620178496464
2009-05-15,0.15624059335080773,0.1490027714537536
2009-05-22,0.14541661707010164,0.1194879541364572
2009-05-29,0.12135802229308892,0.10263086866389
2009-06-05,0.10455478988885922,0.1040836317141481
2009-06-12,0.10316755243472434,0.1038907304213777
2009-06-19,0.10363239946118388,0.0958187902911409
2009-06-26,0.09810742559243646,0.0990761528640701
2009-07-03,0.09969617273189374,0.0927954652584015
2009-07-10,0.09523975242394789,0.1001761438353084
2009-07-17,0.10007090362983873,0.1041683294535567
2009-07-24,0.10414984183601478,0.1069380684506301
2009-07-31,0.10708535896536472,0.1122309936824216
2009-08-07,0.11160645284126991,0.1125714953425279
2009-08-14,0.11256812358909044,0.103694270156576
2009-08-21,0.10573232036814748,0.1020849485911922
2009-08-28,0.10302808770715713,0.0918821029464407
2009-09-04,0.09471212801688741,0.0864709038818375
2009-09-11,0.08906845110834355,0.0939744412735175
2009-09-18,0.09392509370427518,0.1046524178477455
2009-09-25,0.1034405511674929,0.1164019230287571
2009-10-02,0.11455766270788822,0.1228882513631071
2009-10-09,0.12152977864151607,0.1228055090241627
2009-10-16,0.12232294398992224,0.1176971628974927
2009-10-23,0.11804367597192708,0.1108247098201054
2009-10-30,0.1116635751535412,0.099628349001592
2009-11-06,0.10184746835585418,0.1013333881875452
2009-11-13,0.10143499445648316,0.0977414074958235
2009-11-20,0.098931013273753,0.0942592619669412
2009-11-27,0.09603579392791878,0.0909565194947562
2009-12-04,0.09305145252878652,0.0809067216861624
2009-12-11,0.08481340171068899,0.0795476277644877
2009-12-18,0.08216944518872352,0.0710417838268923
2009-12-25,0.07520728709411847,0.0684952429838787
2010-01-01,0.0719436163444043,0.0644809417603376
84,0.0,0.9247412188811645
85,0.011483387242638806,0.015458765579990366
